category,creator,last_updated,launched,min_version,price_minecoins,rating_count,rating_value,tags,title,uid,url
"[
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""BreadcrumbList"",
    ""itemListElement"": [
      {
        ""@type"": ""ListItem"",
        ""position"": 1,
        ""name"": ""Ambient Creations"",
        ""item"": ""https://chunk.gg/@ambient-creations""
      },
      {
        ""@type"": ""ListItem"",
        ""position"": 2,
        ""name"": ""SCHOOL FURNITURE"",
        ""item"": ""https://chunk.gg/@ambient-creations/school-furniture""
      }
    ]
  },
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""Product"",
    ""name"": ""SCHOOL FURNITURE"",
    ""description"": ""Transform your Minecraft world with the ultimate School Furniture Add-On. Perfect for roleplay, & classroom builds! Bring your school-themed projects to life with interactive and decorative furniture."",
    ""keywords"": [
      ""school"",
      ""furniture"",
      ""transform"",
      ""minecraft"",
      ""world"",
      ""ultimate"",
      ""add-on"",
      ""perfect"",
      ""roleplay"",
      ""classroom"",
      ""builds"",
      ""bring"",
      ""school-themed"",
      ""projects"",
      ""life"",
      ""interactive"",
      ""decorative"",
      ""-"",
      ""draw"",
      ""white"",
      ""boards"",
      ""interactable"",
      ""modern"",
      ""loads"",
      ""models"",
      ""choose"",
      ""teach"",
      ""class"",
      ""city"",
      ""back-to-school"",
      ""craftable-furniture"",
      ""high-school"",
      ""middle-school"",
      ""decorate""
    ],
    ""sku"": ""24a62cd9-b1c7-439f-9315-276b6428d7b9"",
    ""productID"": ""24a62cd9-b1c7-439f-9315-276b6428d7b9"",
    ""mainEntityOfPage"": ""https://chunk.gg/@ambient-creations/school-furniture"",
    ""identifier"": {
      ""@type"": ""PropertyValue"",
      ""name"": ""Minecraft Marketplace ID"",
      ""value"": ""24a62cd9-b1c7-439f-9315-276b6428d7b9""
    },
    ""releaseDate"": ""2025-09-02T17:00:00.000Z"",
    ""isFamilyFriendly"": true,
    ""brand"": {
      ""@type"": ""Brand"",
      ""name"": ""Ambient Creations""
    },
    ""offers"": [
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""priceCurrency"": ""EUR"",
        ""price"": 1.53,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""EUR"",
          ""price"": 1.53,
          ""url"": ""https://chunk.gg/@ambient-creations/school-furniture""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""priceCurrency"": ""USD"",
        ""price"": 1.62,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""USD"",
          ""price"": 1.62,
          ""url"": ""https://chunk.gg/@ambient-creations/school-furniture""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""priceCurrency"": ""GBP"",
        ""price"": 1.26,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""GBP"",
          ""price"": 1.26,
          ""url"": ""https://chunk.gg/@ambient-creations/school-furniture""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""priceCurrency"": ""CAD"",
        ""price"": 2.26,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""CAD"",
          ""price"": 2.26,
          ""url"": ""https://chunk.gg/@ambient-creations/school-furniture""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""priceCurrency"": ""AUD"",
        ""price"": 2.47,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""AUD"",
          ""price"": 2.47,
          ""url"": ""https://chunk.gg/@ambient-creations/school-furniture""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""price"": 310,
        ""priceCurrency"": ""XMC"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMC"",
          ""price"": 310,
          ""name"": ""Minecoins""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@ambient-creations/school-furniture"",
        ""price"": 310,
        ""priceCurrency"": ""XMT"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMT"",
          ""price"": 310,
          ""name"": ""Minecraft Tokens (PlayStation™)""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      }
    ],
    ""category"": ""Survival"",
    ""audience"": {
      ""@type"": ""Audience"",
      ""audienceType"": ""Minecraft Bedrock Platforms"",
      ""additionalType"": ""https://schema.org/Game"",
      ""name"": ""Minecraft Bedrock Platforms"",
      ""description"": ""Available on Android, PlayStation, iOS, Nintendo Switch, Oculus, Windows, and Xbox"",
      ""hasAudienceType"": [
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Android"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Android""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on PlayStation"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on PlayStation""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on iOS"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on iOS""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Nintendo Switch"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Nintendo Switch""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Oculus"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Oculus""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Windows"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Windows""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Xbox"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Xbox""
        }
      ]
    },
    ""potentialAction"": [
      {
        ""@type"": ""BuyAction"",
        ""url"": ""https://www.minecraft.net/marketplace/pdp?id=24a62cd9-b1c7-439f-9315-276b6428d7b9""
      },
      {
        ""@type"": ""ViewAction"",
        ""target"": ""https://chunk.gg/@ambient-creations/school-furniture""
      }
    ],
    ""aggregateRating"": {
      ""@type"": ""AggregateRating"",
      ""ratingValue"": 4.1,
      ""reviewCount"": 22
    },
    ""image"": ""https://images.chunk.gg/products/ambient-creations/school-furniture/thumbnail-fa615f151fe1fe34-800.jpg""
  }
]",Ambient Creations,,,,,22,4.1,"Draw on the white boards!,Interactable modern furniture!,Loads of models to choose from!,Roleplay & teach a class, or use for your city world!,Back to School,Craftable Furniture,Furniture,High School,Middle School,School,Decorate",SCHOOL FURNITURE,,https://chunk.gg/@ambient-creations/school-furniture
BUTTERFLY Add-On by Lothiredon | CHUNK - Minecraft Bedrock Marketplace Explorer,Lothiredon,,,,,11,4.6,"20 EPIC butterflies!,Butterfly greenhouse structures!,MORE flowers and gardening!,Animals,Creatures,Cute,Farm,Nature,Wings",BUTTERFLY Add-On,,https://chunk.gg/@lothiredon/butterfly
Minecraft Mash-Up,Cyclone,,,,,82,4.6,"35+ Dinosaurs,Custom & Craftable Weapons,Armor Upgrades,4 Boss Fights,2 New Tribes,Upgraded Biomes & Structures,Craftable Weapons,Custom Armor,Dinosaurs,Epic",Primal Overworld,,https://chunk.gg/@cyclone/primal-overworld
Beyond The End Add-On by Netherpixel | CHUNK - Minecraft Bedrock Marketplace Explorer,Netherpixel,,,,,150,4.5,"Discover 6 enchanting new biomes,Explore a redesigned central island,Encounter new mobs, and uncover new blocks and items,Experience exclusive mechanics and features +Investigate new ores, weapons and armor,Custom Armor,Custom Blocks,Custom Consumables,Custom Creatures,Custom Terrain,Ender,Custom Resources",Beyond The End Add-On,,https://chunk.gg/@netherpixel/beyond-the-end
Warp Lamps v1.2 Add-On by Logdotzip | CHUNK - Minecraft Bedrock Marketplace Explorer,Logdotzip,,,,,6059,4.6,"Works on any world,Works between dimensions,Multiplayer friendly,New name!,Added more models and particle effects for your lamps,Added Achievements to unlock for in-game rewards,Added lamp trims based on ore,Added warp icons to assign to lamps,Added beacon beam and icon displays,Added customizable arrival announcements,Advanced,Base Building,Building,Crafting,Custom Tools,Magic,Village",Warp Lamps v1.2 Add-On,,https://chunk.gg/@logdotzip/warp-lamps-v1-2
Ocean+ Add-On by Street Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Street Studios,,,,,87,3.4,"Submarine, pirate ships and yachts,New mobs in different ocean biomes,New armor and weapons,New Jetski Vehicle,New Water Snake,New Ray,New Betta Splender and Neon Cardinal Fish's,New Orca,New Starfish,New Oyster and Oyster Armor and weapons!,Animals,Boat,Ocean,Pirates,Vehicles,Yacht,Diverse Biomes",Ocean+ Add-On,,https://chunk.gg/@street-studios/ocean-plus
Golems Add-On by Lifeboat | CHUNK - Minecraft Bedrock Marketplace Explorer,Lifeboat,,,,,1046,4.6,"40 buildable Golems with different powers,Powerful utilities including farming, breeding, and enchanting Golems,Combat prowess from ranged attackers to debuff inflictors,Tiers beyond iron such as diamond, redstone, and netherite,13 new golems: Redstone, Amethyst, Lapis, Hay, Honey, Pale Oak, Brick, Stone Brick, Melon, Cobweb, Lightning Rod, Cauldron, and Hopper,New powerful attacks and abilities: healing, XP collection, breeding, and golem patrol,Balance changes,Bug fixes,Village,Mobs,Building,Custom Mobs,Crafting,Fighting,Farming",Golems Add-On,,https://chunk.gg/@lifeboat/golems
Minecraft Mash-Up,Owls Cubed,,,,,742,4.5,"You can now control entities using a special rod! Ride anything you want, wherever you want!,21 new custom sitting animations,12 new custom lying animations,You can set the sitting point offset for any object yourself in any addon!,More info in the in-game changelog!,Fun,Memes,Realistic,Utilities,Physics",Sit On Everything Add-on,,https://chunk.gg/@owls-cubed/sit-on-everything
Furniture + Add-On by MobBlocks | CHUNK - Minecraft Bedrock Marketplace Explorer,MobBlocks,,,,,128,4.5,"Interactable Furniture,Compatible with other Add-Ons,Big,Craftable Furniture,Decorate,Furniture,Modern,Deluxe",Furniture + Add-On,,https://chunk.gg/@mobblocks/furniture-plus
"[
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""BreadcrumbList"",
    ""itemListElement"": [
      {
        ""@type"": ""ListItem"",
        ""position"": 1,
        ""name"": ""Glorious Studios"",
        ""item"": ""https://chunk.gg/@glorious-studios""
      },
      {
        ""@type"": ""ListItem"",
        ""position"": 2,
        ""name"": ""CAVE BIOMES ADD-ON"",
        ""item"": ""https://chunk.gg/@glorious-studios/cave-biomes""
      }
    ]
  },
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""Product"",
    ""name"": ""CAVE BIOMES ADD-ON"",
    ""description"": ""Add on your world 3 new Caves with Cave Biomes Add-On!"",
    ""keywords"": [
      ""cave"",
      ""biomes"",
      ""add-on"",
      ""add"",
      ""world"",
      ""caves"",
      ""-"",
      ""mobsbosses"",
      ""tamable"",
      ""friends"",
      ""ores"",
      ""armors"",
      ""tools"",
      ""building"",
      ""blocks"",
      ""randomly"",
      ""generated"",
      ""infinite"",
      ""variations"",
      ""visual"",
      ""effects"",
      ""dynamic"",
      ""lights"",
      ""boss"",
      ""craftable-armor"",
      ""custom-blocks"",
      ""diverse-biomes"",
      ""procedural-generation"",
      ""craftable-tools""
    ],
    ""sku"": ""0be71edd-efc4-468e-8fef-b1c85c432295"",
    ""productID"": ""0be71edd-efc4-468e-8fef-b1c85c432295"",
    ""mainEntityOfPage"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
    ""identifier"": {
      ""@type"": ""PropertyValue"",
      ""name"": ""Minecraft Marketplace ID"",
      ""value"": ""0be71edd-efc4-468e-8fef-b1c85c432295""
    },
    ""releaseDate"": ""2025-07-08T17:00:00.000Z"",
    ""isFamilyFriendly"": true,
    ""brand"": {
      ""@type"": ""Brand"",
      ""name"": ""Glorious Studios""
    },
    ""offers"": [
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""priceCurrency"": ""EUR"",
        ""price"": 4.89,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""EUR"",
          ""price"": 4.89,
          ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""priceCurrency"": ""USD"",
        ""price"": 5.19,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""USD"",
          ""price"": 5.19,
          ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""priceCurrency"": ""GBP"",
        ""price"": 4.01,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""GBP"",
          ""price"": 4.01,
          ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""priceCurrency"": ""CAD"",
        ""price"": 7.23,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""CAD"",
          ""price"": 7.23,
          ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""priceCurrency"": ""AUD"",
        ""price"": 7.9,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""AUD"",
          ""price"": 7.9,
          ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""price"": 990,
        ""priceCurrency"": ""XMC"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMC"",
          ""price"": 990,
          ""name"": ""Minecoins""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@glorious-studios/cave-biomes"",
        ""price"": 990,
        ""priceCurrency"": ""XMT"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMT"",
          ""price"": 990,
          ""name"": ""Minecraft Tokens (PlayStation™)""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      }
    ],
    ""category"": ""Survival"",
    ""audience"": {
      ""@type"": ""Audience"",
      ""audienceType"": ""Minecraft Bedrock Platforms"",
      ""additionalType"": ""https://schema.org/Game"",
      ""name"": ""Minecraft Bedrock Platforms"",
      ""description"": ""Available on Android, PlayStation, iOS, Nintendo Switch, Oculus, Windows, and Xbox"",
      ""hasAudienceType"": [
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Android"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Android""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on PlayStation"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on PlayStation""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on iOS"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on iOS""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Nintendo Switch"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Nintendo Switch""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Oculus"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Oculus""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Windows"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Windows""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Xbox"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Xbox""
        }
      ]
    },
    ""potentialAction"": [
      {
        ""@type"": ""BuyAction"",
        ""url"": ""https://www.minecraft.net/marketplace/pdp?id=0be71edd-efc4-468e-8fef-b1c85c432295""
      },
      {
        ""@type"": ""ViewAction"",
        ""target"": ""https://chunk.gg/@glorious-studios/cave-biomes""
      }
    ],
    ""aggregateRating"": {
      ""@type"": ""AggregateRating"",
      ""ratingValue"": 4.1,
      ""reviewCount"": 729
    },
    ""image"": ""https://images.chunk.gg/products/glorious-studios/cave-biomes/thumbnail-dd60bfa5f193ad2f-800.jpg""
  }
]",Glorious Studios,,,,,729,4.1,"Add new mobs,bosses and tamable friends,Add new ores, armors & tools,Add new building blocks,Every cave is randomly generated, INFINITE VARIATIONS!,Visual Effects & Dynamic Lights!,Boss,Craftable Armor,Custom Blocks,Diverse Biomes,Procedural Generation,Craftable Tools",CAVE BIOMES ADD-ON,,https://chunk.gg/@glorious-studios/cave-biomes
Difficulty: Brutal Add-On by Octovon | CHUNK - Minecraft Bedrock Marketplace Explorer,Octovon,,,,,932,4.5,"Biomes impact your body temperature!,Limbs can now take damage!,Food now decays overtime!,Mobs get stronger the more days you play!,Challenge,Craftable Armor,Custom Armor,Custom Consumables,Environmental,Hardcore,Food",Difficulty: Brutal Add-On,,https://chunk.gg/@octovon/difficulty-brutal
SECURITY Add-On by 5 Frame Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,5 Frame Studios,,,,,1560,4.4,"Cameras now work in Creative Mode,Added new craftable structures,Added secret doors,New security decorations,New target settings on traps and equipment,Squashed various bugs and made quality of life improvements,Base,Secret,Secret Base,Base Building,Redstone,Defend,Crafting,Bunker",SECURITY Add-On,,https://chunk.gg/@5-frame-studios/security-addon
TreeCapitator Add-On by Hielke Maps | CHUNK - Minecraft Bedrock Marketplace Explorer,Hielke Maps,,,,,5247,4.8,"Lots of settings to configure everything to your needs!,Add this Add-On to existing worlds.,Works with other Add-Ons!,Added Visual Trunk Outline! See before you chop!,Now compatible with even more Add-Ons!,Tree,Utilities",TreeCapitator Add-On,,https://chunk.gg/@hielke-maps/treecapitator
Minecraft Mash-Up,Cyclone,,,,,9470,4.7,"Craft 17 epic spells,Custom magic armor,This item can be applied to any world, new or existing and transform your Minecraft experience!,Unleash the forbidden with new dark spells and explore ancient ruins in search of rare loot!,Added 3 new large structures to explore.,Interact with 4 new spellcasting mobs.,Cast 2 new spells.,New items, gadgets and crafting recipes,Magic,Mythical,Utilities,Epic,Crafting,Craftable Armor,Custom Tools",Magic Spells,,https://chunk.gg/@cyclone/magic-spells
LycanForge Add-On by JWolf Creations | CHUNK - Minecraft Bedrock Marketplace Explorer,JWolf Creations,,,,,235,4.8,"Progression-based skill unlocks,Survival and Multiplayer friendly,Compatible with custom player animations,Endlessly Customizable: Create your unique werewolf with over 1.9 million appearance combinations!,Added Vibrant Visuals enhancements,Added Lunarburn Equipment,Added Copper Werewolf Armor,and more! Open the Guide Book and navigate to [About] -,[Changelog] for details.,Character Customization,Custom Resources,Custom Tools,Power,Defend",LycanForge Add-On,,https://chunk.gg/@jwolf-creations/lycanforge
Utility Bots Add-On by Logdotzip | CHUNK - Minecraft Bedrock Marketplace Explorer,Logdotzip,,,,,256,4.7,"Works on ANY world!,Mining, Fishing, Combat, Farming,Multiplayer friendly,Utilities,Robots,Farming,Mining,Friends,Pets",Utility Bots Add-On,,https://chunk.gg/@logdotzip/utility-bots
Cats And Dogs Add-On! by Street Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Street Studios,,,,,274,4.1,"12 new dogs,12 new cats,new toys and beds for pets,Compatible with other Add-Ons!,New Beagle Dog,New Gray Tabby Cat,Added colorful beds for your pet,New Chicken toy,New Ball toy,New Knitted toy,Cat,Dog,Pets,Custom Pets",Cats And Dogs Add-On!,,https://chunk.gg/@street-studios/cats-and-dogs
Mob Weapons v1.2 Add-On by Logdotzip | CHUNK - Minecraft Bedrock Marketplace Explorer,Logdotzip,,,,,5740,4.8,"Works on ANY world, new or old!,35+ mob based weapons,Custom attacks and powers,Allay Weapon,Axolotl Weapon,Camel Weapon,Mooshroom Weapon,Shulker Weapon,Witch Weapon,New weapons come with unique sounds and attack animations!,Mob genes to collect for the added weapons,Craftable Weapons,Mobs,Craftable Mobs,Craftable Tools,Custom Mobs,Crafting",Mob Weapons v1.2 Add-On,,https://chunk.gg/@logdotzip/mob-weapons-v1-2
